CEP,Bairro,renda_mediana_2025,mediana_criancas_0_18,populacao_mediana,distancia_mediana_km,mediana_0_4,mediana_5_9,mediana_10_14,mediana_15_19,pontos,score_trafego_2025
04719-905,Chácara Santo Antônio (Zona Sul),32647.68,243.0,762.0,0.67,35.0,79.0,66.0,63.0,1,7933386.35
05635-050,Jardim Monte Kemel,24449.5,294.0,872.0,3.78,76.0,95.0,71.0,52.0,1,7188153.59
04660-000,Jardim Marajoara,29669.06,200.0,633.5,4.34,28.0,52.5,66.0,53.5,2,5933812.5
05679-050,Jardim Panorama D'Oeste,35331.8,147.0,529.0,3.73,22.0,40.0,51.0,34.0,1,5193774.09
05709-040,Vila Suzana,36272.95,135.0,438.5,3.17,45.0,38.0,33.0,19.0,2,4896848.01
04747-140,Santo Amaro,38211.82,126.0,367.0,3.09,18.0,30.0,32.0,46.0,1,4814689.78
04583-909,Vila Cordeiro,28934.1,165.0,615.0,2.17,49.0,31.0,48.0,37.0,1,4774126.72
04661-000,Jardim Umuarama,23449.16,203.0,664.0,4.45,35.0,48.0,61.0,59.0,1,4760178.77
04662-902,Santo Amaro,28198.32,159.0,633.5,3.44,19.0,48.5,47.5,44.0,2,4483532.9
04564-900,Cidade Monções,34184.38,128.0,375.0,3.86,34.0,41.0,30.0,23.0,1,4375601.26
04671-906,Vila Sofia,25100.48,173.0,718.0,3.45,20.0,41.0,65.0,47.0,1,4342383.58
05634-001,Jardim Monte Kemel,22594.04,190.0,641.0,3.58,39.0,56.5,51.0,32.5,4,4292867.73
04726-160,Vila Cruzeiro,24868.26,159.0,562.0,0.36,37.0,53.0,42.5,26.0,3,3954053.15
04728-020,Jardim Caravelas,21963.6,173.0,541.0,0.73,42.0,50.0,46.0,35.0,1,3799702.02
05726-140,Vila Andrade,19572.23,193.0,612.0,3.13,44.0,65.0,59.0,25.0,1,3777439.57
04729-060,Jardim Caravelas,19448.42,192.0,644.0,0.77,64.0,82.0,31.0,15.0,1,3734096.89
05707-400,Parque do Morumbi,21891.88,164.0,632.0,1.33,45.0,49.0,39.0,31.0,1,3590268.57
05716-120,Vila Andrade,37394.75,95.0,321.0,2.16,11.0,18.0,30.0,36.0,1,3552501.59
04696-000,Jurubatuba,20299.51,174.0,660.0,4.21,26.0,53.5,53.0,48.0,3,3532114.07
04608-001,Campo Belo,31284.61,112.0,386.5,4.02,23.0,29.0,36.0,24.0,2,3503876.01
04648-070,Vila Nova Caledônia,15493.37,217.0,871.0,4.39,37.0,59.0,57.0,64.0,1,3362060.5
04740-900,Santo Amaro,30037.05,109.0,400.0,2.82,15.0,31.0,38.0,25.0,1,3274037.96
04716-003,Chácara Santo Antônio (Zona Sul),16986.64,191.0,680.0,0.79,52.0,56.0,50.0,33.0,1,3244448.77
04640-054,Jardim Cordeiro,24448.99,131.0,530.0,3.06,19.0,36.0,35.0,41.0,1,3202818.19
04710-090,Santo Amaro,20561.47,155.5,531.0,1.83,43.5,41.0,37.0,34.0,2,3197307.95
04730-000,Várzea de Baixo,18074.72,174.0,705.0,1.17,64.0,53.0,32.0,25.0,1,3145001.64
04619-003,Campo Belo,24164.42,129.0,402.0,4.03,16.0,35.0,45.0,33.0,1,3117210.81
04738-010,Santo Amaro,21846.65,141.0,544.0,2.35,23.0,45.0,36.0,37.0,1,3080377.9
04562-080,Brooklin Paulista,45750.94,66.0,278.0,3.35,13.0,22.0,13.0,18.0,1,3019561.78
05724-005,Vila Andrade,17073.24,174.5,619.5,2.33,49.5,49.0,40.5,35.5,2,2979281.19
05717-250,Vila Andrade,24980.56,119.0,436.0,1.85,37.0,33.0,28.0,21.0,2,2972686.57
05717-180,Vila Andrade,36600.09,81.0,285.0,1.63,11.0,20.0,27.0,23.0,1,2964607.33
05707-001,Jardim Morumbi,27905.93,104.0,360.5,1.5,14.5,18.5,36.0,35.0,4,2902216.92
04709-901,Santo Amaro,25861.42,112.0,505.0,1.85,53.0,26.0,16.0,17.0,1,2896479.06
04640-020,Jardim Cordeiro,25563.11,112.0,470.0,3.49,20.0,40.0,28.0,24.0,1,2863067.96
04696-270,Jurubatuba,15379.11,186.0,654.0,3.47,60.0,61.0,35.0,30.0,1,2860515.16
04757-050,Jardim Dom Bosco,16799.86,170.0,591.0,2.07,56.0,49.0,39.5,25.5,2,2855976.53
04671-901,Vila Sofia,15057.92,189.0,699.0,3.3,18.0,46.0,68.0,57.0,1,2845946.84
04619-002,Campo Belo,33842.9,83.0,282.0,3.93,15.0,28.0,29.0,11.0,3,2808960.5
04580-000,Vila Cordeiro,23425.69,119.0,463.0,3.31,42.0,28.0,32.0,17.0,1,2787656.74
04566-905,Cidade Monções,34482.87,80.0,372.0,3.4,35.0,25.0,15.0,5.0,1,2758629.72
04674-902,Jardim Itapeva,15668.51,173.0,765.0,4.47,31.0,47.0,52.0,43.0,1,2710652.33
05672-015,Cidade Jardim,45074.36,60.0,285.0,4.23,14.0,19.0,17.0,10.0,1,2704461.61
05676-120,Cidade Jardim,41821.41,64.0,266.0,4.17,15.0,17.0,18.0,14.0,1,2676570.02
04710-160,Santo Amaro,29834.82,89.0,302.0,1.87,19.0,37.0,17.0,16.0,1,2655298.67
04708-010,Santo Amaro,17478.78,151.0,678.0,2.09,35.0,42.0,35.0,39.0,1,2639295.28
05705-170,Paraíso do Morumbi,27374.63,96.0,293.0,1.15,26.0,30.0,23.0,17.0,1,2627964.66
05727-230,Vila Andrade,18435.43,142.5,519.0,2.91,32.5,38.5,43.0,28.5,2,2627049.39
04562-030,Brooklin Paulista,42601.42,58.0,184.0,3.2,14.0,17.0,17.0,10.0,1,2470882.61
04610-020,Parque Colonial,32200.09,76.0,324.0,4.08,27.0,27.0,10.0,12.0,1,2447207.21
05716-090,Vila Andrade,21763.97,112.0,579.0,2.06,18.0,20.0,41.0,39.0,3,2437564.11
04645-060,Chácara Monte Alegre,21022.64,114.0,596.0,3.69,25.0,28.0,26.0,35.0,1,2396580.97
05704-150,Jardim Fonte do Morumbi,44262.43,54.0,299.0,0.91,20.0,6.0,14.0,14.0,1,2390171.21
05630-050,Vila Suzana,17109.99,139.0,486.0,3.54,27.0,36.0,39.0,31.0,3,2378287.94
05704-080,Jardim Fonte do Morumbi,36399.56,64.0,259.0,1.06,6.0,15.0,16.0,27.0,1,2329571.8
04609-001,Campo Belo,14948.95,155.5,570.0,3.89,31.0,44.5,48.5,31.5,2,2324561.93
04673-050,Vila Anhangüera,21314.8,108.0,429.0,3.92,12.0,31.0,33.0,32.0,1,2301998.11
04614-001,Campo Belo,27694.89,83.0,348.0,4.57,29.0,17.0,21.0,16.0,1,2298675.89
04622-000,Brooklin Paulista,33249.11,69.0,295.0,3.0,10.0,13.0,25.0,21.0,1,2294188.73
05705-270,Paraíso do Morumbi,18056.87,126.5,431.5,1.33,28.5,39.5,33.5,25.0,2,2284193.52
04569-901,Cidade Monções,30934.0,73.5,441.0,3.86,26.5,21.0,16.0,10.0,2,2273648.66
04602-925,Brooklin Paulista,29192.52,77.5,299.0,2.98,11.5,14.5,22.0,29.5,2,2262419.93
04570-030,Brooklin Paulista,26813.34,84.0,314.0,4.55,36.0,25.0,18.0,5.0,1,2252320.27
05705-901,Jardim Morumbi,35162.68,62.0,275.5,1.87,9.5,13.0,21.0,26.0,4,2180086.25
05704-110,Jardim Fonte do Morumbi,31655.52,68.5,277.0,0.79,15.5,11.5,22.5,19.0,2,2168402.99
05679-040,Jardim Panorama D'Oeste,32791.5,66.0,357.0,3.6,11.0,14.0,22.0,19.0,1,2164239.07
04719-080,Chácara Santo Antônio (Zona Sul),25325.3,85.0,325.0,0.41,28.0,29.0,18.0,10.0,1,2152650.83
05676-900,Cidade Jardim,38837.01,55.0,202.0,4.13,5.0,8.0,23.0,19.0,1,2136035.75
04724-003,Santo Amaro,23662.02,90.0,422.0,1.42,42.0,20.0,17.0,11.0,1,2129582.07
